undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
warm,hourglass,casual,3,0,1,0.45,1,0,0,0,0.99,1
warm,apple,formal,4,0,0,0.38,1,0,4,1,0.7905,1
neutral,pear,formal,3,0,1,0.7,0,2,2,1,0.7703,1
neutral,apple,party,5,0,1,0.15,0,2,4,2,0.765,1
cool,oval,formal,5,0,0,0.49,1,1,5,1,0.7082,0
cool,apple,casual,3,0,1,0.16,1,1,4,0,0.7856,1
neutral,hourglass,sports,3,0,1,0.64,0,2,0,4,0.8168,1
neutral,inverted_triangle,ethnic,5,1,0,0.48,0,2,1,3,0.8377,1
warm,oval,sports,3,1,0,0.19,0,0,5,4,0.7821,1
cool,apple,party,5,0,1,0.23,1,1,4,2,0.7779,1
cool,apple,ethnic,4,0,1,0.75,1,1,4,3,0.7258,0
neutral,pear,sports,5,1,1,0.78,0,2,2,4,0.6826,0
cool,pear,sports,3,0,1,0.17,0,1,2,4,0.79,1
cool,oval,casual,5,1,1,0.79,1,1,5,0,0.6871,0
cool,pear,sports,5,1,0,0.53,0,1,2,4,0.7609,1
neutral,oval,formal,5,1,0,0.46,0,2,5,1,0.754,1
warm,inverted_triangle,formal,3,1,0,0.58,0,0,1,1,0.99,1
cool,pear,sports,3,0,0,0.26,1,1,2,4,0.6895,0
warm,rectangle,formal,4,0,1,0.7,0,0,3,1,0.8293,1
cool,oval,casual,4,0,1,0.17,0,1,5,0,0.771,1
neutral,hourglass,formal,3,0,1,0.39,0,2,0,1,0.99,1
neutral,rectangle,formal,4,0,0,0.53,0,2,3,1,0.7479,0
warm,hourglass,casual,5,0,1,0.71,1,0,0,0,0.99,1
neutral,apple,party,3,0,0,0.79,0,2,4,2,0.8236,1
neutral,inverted_triangle,ethnic,4,1,0,0.67,0,2,1,3,0.8121,1
neutral,rectangle,casual,4,0,1,0.25,1,2,3,0,0.8506,1
warm,apple,sports,3,1,1,0.59,0,0,4,4,0.6995,0
warm,rectangle,casual,5,0,1,0.56,0,0,3,0,0.7955,1
warm,apple,ethnic,5,0,0,0.27,0,0,4,3,0.8059,1
warm,oval,ethnic,3,1,0,0.1,0,0,5,3,0.8108,1
cool,pear,sports,5,0,1,0.22,1,1,2,4,0.6598,0
cool,pear,formal,4,0,0,0.85,0,1,2,1,0.7874,1
neutral,hourglass,party,5,1,1,0.55,0,2,0,2,0.8388,1
warm,oval,ethnic,3,1,1,0.13,0,0,5,3,0.7311,0
cool,rectangle,ethnic,3,1,1,0.57,1,1,3,3,0.7123,0
warm,rectangle,party,5,0,0,0.34,1,0,3,2,0.8331,1
neutral,oval,ethnic,3,0,0,0.67,0,2,5,3,0.705,0
cool,rectangle,casual,3,0,1,0.25,0,1,3,0,0.7889,1
neutral,pear,formal,3,0,1,0.88,0,2,2,1,0.8395,1
neutral,rectangle,sports,4,1,1,0.56,1,2,3,4,0.7381,0
cool,pear,casual,3,0,1,0.38,0,1,2,0,0.8257,1
warm,inverted_triangle,formal,5,0,1,0.16,0,0,1,1,0.99,1
cool,hourglass,party,3,1,1,0.58,0,1,0,2,0.8557,1
warm,pear,sports,5,0,1,0.76,0,0,2,4,0.6931,0
cool,oval,party,4,1,0,0.29,0,1,5,2,0.7635,1
neutral,oval,casual,4,0,0,0.13,0,2,5,0,0.7828,1
cool,inverted_triangle,sports,5,1,1,0.24,1,1,1,4,0.8226,1
warm,oval,formal,4,0,0,0.61,0,0,5,1,0.7808,1
cool,apple,formal,3,0,0,0.17,1,1,4,1,0.8162,1
cool,hourglass,casual,3,1,1,0.29,1,1,0,0,0.8484,1
cool,hourglass,sports,4,0,0,0.16,0,1,0,4,0.83,1
neutral,rectangle,ethnic,5,0,1,0.52,0,2,3,3,0.7477,0
neutral,inverted_triangle,casual,3,1,0,0.78,1,2,1,0,0.7588,1
cool,apple,party,5,0,1,0.31,0,1,4,2,0.675,0
neutral,rectangle,party,3,0,0,0.51,1,2,3,2,0.7449,0
neutral,inverted_triangle,ethnic,3,0,1,0.27,1,2,1,3,0.8477,1
cool,pear,formal,4,0,0,0.77,0,1,2,1,0.8066,1
cool,pear,ethnic,5,0,0,0.29,0,1,2,3,0.7485,0
neutral,oval,formal,3,0,1,0.67,0,2,5,1,0.6965,0
cool,hourglass,party,5,0,0,0.23,1,1,0,2,0.7486,0
neutral,hourglass,sports,4,1,0,0.55,1,2,0,4,0.8372,1
cool,inverted_triangle,formal,5,1,1,0.3,0,1,1,1,0.7641,1
neutral,oval,formal,4,0,0,0.4,0,2,5,1,0.7751,1
cool,hourglass,casual,5,0,0,0.62,0,1,0,0,0.7867,1
neutral,oval,sports,5,0,0,0.39,0,2,5,4,0.6679,0
neutral,hourglass,casual,4,0,0,0.61,0,2,0,0,0.7221,0
warm,apple,sports,3,1,1,0.49,1,0,4,4,0.6884,0
cool,pear,party,4,0,1,0.17,0,1,2,2,0.9048,1
cool,pear,ethnic,4,1,1,0.23,1,1,2,3,0.8105,1
cool,inverted_triangle,casual,5,0,0,0.34,0,1,1,0,0.8921,1
cool,oval,casual,4,1,1,0.33,0,1,5,0,0.7586,1
cool,rectangle,ethnic,3,0,1,0.62,0,1,3,3,0.7526,1
warm,inverted_triangle,sports,3,1,0,0.12,0,0,1,4,0.8046,1
warm,hourglass,formal,3,0,0,0.78,0,0,0,1,0.99,1
warm,hourglass,sports,3,0,1,0.31,0,0,0,4,0.7292,0
cool,inverted_triangle,sports,3,1,1,0.67,1,1,1,4,0.7748,1
warm,rectangle,formal,3,1,1,0.71,1,0,3,1,0.7904,1
neutral,hourglass,casual,4,0,1,0.17,0,2,0,0,0.8554,1
neutral,pear,casual,4,0,1,0.83,0,2,2,0,0.7553,1
warm,oval,formal,5,0,1,0.22,1,0,5,1,0.7457,0
neutral,apple,casual,3,0,0,0.29,0,2,4,0,0.7324,0
cool,apple,casual,4,1,0,0.7,0,1,4,0,0.7908,1
neutral,pear,casual,5,0,1,0.85,1,2,2,0,0.7823,1
warm,pear,ethnic,5,0,0,0.23,1,0,2,3,0.7848,1
warm,apple,party,5,0,1,0.31,0,0,4,2,0.7007,0
warm,hourglass,formal,5,0,0,0.41,1,0,0,1,0.99,1
neutral,inverted_triangle,party,5,0,1,0.24,0,2,1,2,0.8263,1
neutral,rectangle,casual,4,0,1,0.75,0,2,3,0,0.9014,1
warm,oval,ethnic,3,0,1,0.12,1,0,5,3,0.7826,1
cool,pear,party,5,1,1,0.34,0,1,2,2,0.9347,1
warm,oval,party,5,0,0,0.39,0,0,5,2,0.7002,0
warm,hourglass,sports,5,0,1,0.26,1,0,0,4,0.8112,1
warm,hourglass,sports,3,0,0,0.59,0,0,0,4,0.7663,1
warm,rectangle,party,4,1,1,0.58,0,0,3,2,0.791,1
neutral,rectangle,sports,4,1,0,0.86,1,2,3,4,0.6812,0
neutral,pear,formal,3,0,1,0.39,1,2,2,1,0.7037,0
cool,pear,party,4,0,1,0.49,1,1,2,2,0.9371,1
warm,inverted_triangle,formal,4,1,1,0.41,0,0,1,1,0.9834,1
warm,inverted_triangle,party,5,0,1,0.66,0,0,1,2,0.9145,1
cool,hourglass,ethnic,4,0,1,0.76,0,1,0,3,0.7937,1
warm,rectangle,casual,4,0,0,0.57,0,0,3,0,0.7974,1
neutral,hourglass,sports,4,0,0,0.4,1,2,0,4,0.8469,1
cool,apple,party,3,1,0,0.49,0,1,4,2,0.8225,1
cool,pear,ethnic,3,1,1,0.5,0,1,2,3,0.8395,1
warm,pear,sports,4,1,1,0.58,1,0,2,4,0.7376,0
cool,oval,formal,3,0,1,0.5,1,1,5,1,0.735,0
warm,rectangle,party,4,0,1,0.14,0,0,3,2,0.7291,0
neutral,inverted_triangle,formal,3,0,1,0.72,0,2,1,1,0.8122,1
warm,apple,casual,4,0,1,0.38,0,0,4,0,0.7199,0
cool,apple,party,5,1,0,0.31,1,1,4,2,0.7377,0
warm,hourglass,party,4,1,0,0.83,0,0,0,2,0.7936,1
cool,rectangle,casual,5,0,1,0.63,0,1,3,0,0.8153,1
warm,inverted_triangle,ethnic,3,1,1,0.54,1,0,1,3,0.8734,1
neutral,hourglass,formal,3,0,1,0.79,0,2,0,1,0.9479,1
cool,oval,ethnic,5,0,0,0.41,0,1,5,3,0.7722,1
cool,rectangle,casual,5,1,1,0.43,0,1,3,0,0.6898,0
warm,pear,party,5,1,0,0.29,1,0,2,2,0.8115,1
warm,inverted_triangle,ethnic,4,1,0,0.9,0,0,1,3,0.7988,1
warm,apple,sports,5,1,1,0.16,1,0,4,4,0.7347,0
neutral,pear,party,5,1,0,0.44,0,2,2,2,0.7002,0
cool,pear,party,4,1,0,0.52,0,1,2,2,0.955,1
cool,apple,sports,4,1,1,0.42,1,1,4,4,0.7528,1
warm,pear,party,3,0,1,0.43,0,0,2,2,0.7413,0
cool,oval,sports,5,0,0,0.23,0,1,5,4,0.6503,0
neutral,apple,casual,5,1,1,0.53,1,2,4,0,0.7005,0
neutral,apple,sports,5,1,1,0.88,0,2,4,4,0.6751,0
cool,pear,formal,3,0,1,0.13,0,1,2,1,0.7767,1
cool,inverted_triangle,ethnic,4,0,1,0.57,0,1,1,3,0.8662,1
cool,oval,sports,3,0,0,0.55,0,1,5,4,0.6916,0
cool,hourglass,formal,3,1,0,0.39,0,1,0,1,0.97,1
warm,oval,formal,5,0,1,0.71,0,0,5,1,0.8234,1
neutral,apple,sports,3,0,1,0.41,0,2,4,4,0.6831,0
cool,inverted_triangle,ethnic,3,0,1,0.23,1,1,1,3,0.8566,1
neutral,inverted_triangle,formal,5,0,1,0.32,0,2,1,1,0.732,0
cool,apple,sports,4,0,1,0.13,0,1,4,4,0.7098,0
neutral,hourglass,party,3,0,1,0.59,1,2,0,2,0.8229,1
cool,pear,ethnic,3,0,1,0.51,0,1,2,3,0.8018,1
neutral,rectangle,casual,4,1,1,0.57,0,2,3,0,0.9626,1
cool,apple,sports,3,0,1,0.14,0,1,4,4,0.6591,0
neutral,oval,ethnic,3,0,1,0.21,1,2,5,3,0.8121,1
neutral,hourglass,casual,5,0,1,0.63,1,2,0,0,0.788,1
warm,rectangle,sports,3,0,0,0.66,1,0,3,4,0.7709,1
neutral,hourglass,party,3,1,0,0.71,1,2,0,2,0.7615,1
neutral,inverted_triangle,sports,3,0,0,0.21,0,2,1,4,0.806,1
warm,rectangle,formal,3,1,0,0.35,0,0,3,1,0.8087,1
warm,rectangle,ethnic,3,0,0,0.65,1,0,3,3,0.7143,0
neutral,rectangle,ethnic,5,0,1,0.68,0,2,3,3,0.792,1
cool,apple,sports,5,0,0,0.43,0,1,4,4,0.7413,0
neutral,oval,casual,3,0,1,0.32,0,2,5,0,0.6787,0
neutral,oval,party,4,0,1,0.81,0,2,5,2,0.7742,1
neutral,hourglass,ethnic,5,1,0,0.61,0,2,0,3,0.789,1
cool,hourglass,party,5,1,0,0.11,0,1,0,2,0.8874,1
cool,rectangle,casual,4,0,0,0.67,1,1,3,0,0.7909,1
warm,apple,formal,4,1,1,0.69,1,0,4,1,0.7302,0
cool,rectangle,party,4,0,0,0.23,0,1,3,2,0.7612,1
neutral,apple,ethnic,5,0,1,0.41,0,2,4,3,0.8272,1
warm,pear,casual,5,1,1,0.57,0,0,2,0,0.8078,1
warm,rectangle,casual,5,1,0,0.55,0,0,3,0,0.8201,1
neutral,rectangle,formal,5,1,1,0.45,1,2,3,1,0.8295,1
cool,rectangle,casual,4,1,1,0.87,0,1,3,0,0.8188,1
cool,hourglass,party,4,0,0,0.18,0,1,0,2,0.7603,1
neutral,oval,ethnic,5,0,0,0.86,0,2,5,3,0.7505,1
cool,rectangle,party,5,0,1,0.12,0,1,3,2,0.8063,1
cool,apple,casual,3,0,0,0.12,0,1,4,0,0.7889,1
cool,pear,party,4,0,0,0.48,0,1,2,2,0.9034,1
cool,apple,ethnic,4,1,1,0.66,0,1,4,3,0.7648,1
neutral,rectangle,casual,5,0,1,0.87,0,2,3,0,0.9432,1
neutral,oval,formal,4,1,1,0.79,1,2,5,1,0.6951,0
cool,rectangle,ethnic,5,1,0,0.26,1,1,3,3,0.7721,1
warm,hourglass,party,4,0,1,0.22,0,0,0,2,0.8213,1
warm,pear,casual,5,0,0,0.78,0,0,2,0,0.8501,1
warm,hourglass,party,5,1,1,0.71,0,0,0,2,0.7689,1
cool,rectangle,casual,5,1,1,0.14,0,1,3,0,0.7654,1
warm,hourglass,party,3,1,0,0.24,0,0,0,2,0.7303,0
cool,apple,party,4,1,1,0.14,0,1,4,2,0.7064,0
neutral,pear,casual,4,1,1,0.39,1,2,2,0,0.7243,0
warm,apple,party,3,0,1,0.11,1,0,4,2,0.7613,1
cool,hourglass,formal,4,0,0,0.2,0,1,0,1,0.99,1
neutral,hourglass,sports,3,0,1,0.32,0,2,0,4,0.7996,1
cool,oval,sports,5,0,0,0.48,1,1,5,4,0.7015,0
neutral,hourglass,sports,3,0,0,0.71,0,2,0,4,0.7289,0
neutral,oval,party,4,0,0,0.22,0,2,5,2,0.6959,0
neutral,rectangle,casual,5,1,1,0.65,0,2,3,0,0.8373,1
neutral,oval,sports,3,1,1,0.81,0,2,5,4,0.6965,0
cool,inverted_triangle,ethnic,3,1,1,0.29,1,1,1,3,0.7482,0
warm,apple,formal,3,0,0,0.87,0,0,4,1,0.6858,0
cool,oval,casual,5,0,0,0.82,0,1,5,0,0.723,0
neutral,hourglass,casual,5,1,1,0.37,1,2,0,0,0.7149,0
warm,apple,formal,4,0,1,0.28,0,0,4,1,0.7566,1
neutral,pear,sports,4,0,0,0.52,1,2,2,4,0.7876,1
warm,hourglass,ethnic,4,1,1,0.26,0,0,0,3,0.8644,1
warm,oval,casual,4,0,1,0.18,1,0,5,0,0.6627,0
cool,oval,sports,4,0,0,0.73,0,1,5,4,0.7571,1
neutral,oval,ethnic,3,1,1,0.39,0,2,5,3,0.7768,1
cool,apple,party,5,1,0,0.81,1,1,4,2,0.7252,0
warm,hourglass,formal,4,0,1,0.56,0,0,0,1,0.99,1
neutral,inverted_triangle,ethnic,5,0,1,0.49,1,2,1,3,0.7562,1
warm,inverted_triangle,formal,5,0,1,0.59,0,0,1,1,0.9145,1
cool,rectangle,ethnic,4,1,1,0.57,1,1,3,3,0.7164,0
warm,inverted_triangle,formal,5,1,0,0.78,0,0,1,1,0.99,1
warm,oval,ethnic,4,0,1,0.64,0,0,5,3,0.7314,0
cool,inverted_triangle,casual,5,0,0,0.75,0,1,1,0,0.99,1
neutral,inverted_triangle,sports,5,1,0,0.18,1,2,1,4,0.8273,1
cool,hourglass,ethnic,4,0,0,0.28,0,1,0,3,0.7711,1
cool,pear,formal,5,0,0,0.33,1,1,2,1,0.7688,1
cool,apple,formal,5,1,0,0.66,0,1,4,1,0.7308,0
cool,oval,sports,3,0,0,0.16,1,1,5,4,0.6996,0
neutral,pear,sports,4,0,1,0.38,1,2,2,4,0.794,1
neutral,pear,formal,3,0,1,0.39,1,2,2,1,0.8315,1
cool,rectangle,party,3,0,1,0.75,0,1,3,2,0.7856,1
neutral,rectangle,sports,4,1,0,0.85,0,2,3,4,0.7924,1
cool,rectangle,sports,5,0,0,0.87,0,1,3,4,0.7632,1
cool,oval,casual,5,1,1,0.81,0,1,5,0,0.8197,1
warm,hourglass,sports,5,1,0,0.51,0,0,0,4,0.7655,1
neutral,apple,sports,4,1,0,0.25,0,2,4,4,0.7541,1
warm,hourglass,party,3,0,0,0.58,0,0,0,2,0.8576,1
neutral,hourglass,formal,5,1,0,0.55,0,2,0,1,0.99,1
warm,pear,formal,3,0,1,0.31,0,0,2,1,0.7939,1
warm,oval,sports,4,0,0,0.81,1,0,5,4,0.7337,0
neutral,inverted_triangle,formal,4,1,1,0.67,0,2,1,1,0.8876,1
cool,hourglass,formal,3,1,0,0.63,0,1,0,1,0.99,1
cool,hourglass,party,4,0,0,0.84,0,1,0,2,0.7856,1
cool,oval,sports,4,1,1,0.7,1,1,5,4,0.6762,0
cool,hourglass,formal,4,0,1,0.88,0,1,0,1,0.99,1
cool,rectangle,sports,5,0,1,0.57,0,1,3,4,0.6989,0
neutral,apple,ethnic,4,1,1,0.62,0,2,4,3,0.6938,0
neutral,pear,formal,3,1,0,0.69,0,2,2,1,0.8598,1
warm,pear,sports,4,0,1,0.39,0,0,2,4,0.7427,0
neutral,pear,formal,4,1,0,0.25,1,2,2,1,0.8497,1
cool,inverted_triangle,party,4,0,1,0.5,0,1,1,2,0.7929,1
neutral,apple,casual,5,0,1,0.38,0,2,4,0,0.7332,0
cool,apple,formal,3,0,1,0.44,0,1,4,1,0.763,1
warm,pear,sports,3,1,1,0.56,1,0,2,4,0.7436,0
warm,inverted_triangle,formal,5,1,0,0.13,0,0,1,1,0.9507,1
neutral,apple,sports,5,1,1,0.58,0,2,4,4,0.7273,0
warm,oval,ethnic,4,0,0,0.68,0,0,5,3,0.8257,1
warm,rectangle,casual,4,0,1,0.3,1,0,3,0,0.7702,1
neutral,oval,sports,3,1,1,0.64,1,2,5,4,0.7992,1
warm,oval,casual,5,1,0,0.45,0,0,5,0,0.7372,0
warm,oval,sports,4,0,0,0.3,1,0,5,4,0.6631,0
warm,pear,ethnic,5,0,1,0.78,0,0,2,3,0.7403,0
neutral,rectangle,party,4,1,0,0.87,0,2,3,2,0.7713,1
warm,inverted_triangle,formal,5,1,0,0.87,0,0,1,1,0.9856,1
warm,pear,formal,3,1,0,0.27,0,0,2,1,0.7408,0
cool,inverted_triangle,formal,4,1,1,0.47,1,1,1,1,0.8685,1
cool,rectangle,party,5,0,0,0.25,1,1,3,2,0.7357,0
neutral,inverted_triangle,formal,4,1,1,0.55,0,2,1,1,0.861,1
warm,rectangle,party,5,0,0,0.36,0,0,3,2,0.8111,1
cool,hourglass,casual,5,0,1,0.45,0,1,0,0,0.7986,1
warm,pear,formal,5,0,0,0.71,0,0,2,1,0.8055,1
neutral,apple,formal,5,1,1,0.56,1,2,4,1,0.7802,1
neutral,rectangle,ethnic,5,1,1,0.44,1,2,3,3,0.7448,0
neutral,oval,sports,3,0,0,0.27,1,2,5,4,0.6442,0
warm,hourglass,formal,4,1,0,0.64,1,0,0,1,0.9895,1
cool,pear,sports,4,1,1,0.84,1,1,2,4,0.789,1
cool,rectangle,ethnic,4,0,0,0.62,0,1,3,3,0.7555,1
cool,inverted_triangle,party,3,1,1,0.26,1,1,1,2,0.7635,1
warm,rectangle,casual,4,0,1,0.31,0,0,3,0,0.9197,1
warm,pear,casual,4,0,1,0.53,1,0,2,0,0.893,1
neutral,apple,party,3,0,1,0.29,0,2,4,2,0.6937,0
cool,oval,party,4,0,1,0.27,1,1,5,2,0.7423,0
warm,pear,sports,3,0,0,0.39,0,0,2,4,0.8009,1
warm,pear,sports,3,0,0,0.76,0,0,2,4,0.6982,0
warm,oval,formal,3,0,1,0.2,0,0,5,1,0.814,1
warm,oval,ethnic,4,0,1,0.26,0,0,5,3,0.8398,1
warm,rectangle,party,4,0,1,0.75,0,0,3,2,0.7147,0
cool,apple,formal,3,0,1,0.85,1,1,4,1,0.6946,0
cool,apple,ethnic,3,1,1,0.8,1,1,4,3,0.7112,0
warm,oval,sports,5,0,1,0.42,0,0,5,4,0.7424,0
warm,inverted_triangle,ethnic,5,1,0,0.83,0,0,1,3,0.7609,1
cool,apple,formal,3,0,1,0.55,0,1,4,1,0.7231,0
warm,apple,sports,4,1,1,0.13,0,0,4,4,0.7366,0
neutral,apple,sports,5,1,0,0.13,1,2,4,4,0.73,0
cool,apple,casual,4,0,0,0.58,0,1,4,0,0.6994,0
cool,pear,party,5,0,1,0.38,1,1,2,2,0.9411,1
neutral,pear,casual,4,1,0,0.67,0,2,2,0,0.7629,1
warm,oval,party,3,0,0,0.61,0,0,5,2,0.8295,1
warm,inverted_triangle,sports,3,0,0,0.9,1,0,1,4,0.6884,0
cool,rectangle,formal,3,0,1,0.86,1,1,3,1,0.8215,1
cool,rectangle,formal,3,0,1,0.53,0,1,3,1,0.8179,1
neutral,hourglass,sports,4,1,1,0.3,0,2,0,4,0.7695,1
cool,pear,formal,5,0,1,0.86,0,1,2,1,0.7122,0
cool,oval,sports,3,0,1,0.3,0,1,5,4,0.7517,1
neutral,rectangle,ethnic,3,0,0,0.8,0,2,3,3,0.7917,1
neutral,inverted_triangle,ethnic,4,0,1,0.28,0,2,1,3,0.8204,1
warm,inverted_triangle,casual,4,0,1,0.51,0,0,1,0,0.964,1
cool,apple,ethnic,3,0,0,0.36,0,1,4,3,0.7258,0
cool,oval,formal,3,1,1,0.32,0,1,5,1,0.7385,0
warm,apple,sports,3,1,0,0.22,0,0,4,4,0.7205,0
neutral,inverted_triangle,casual,5,1,0,0.78,0,2,1,0,0.7713,1
cool,inverted_triangle,party,5,0,1,0.19,0,1,1,2,0.8054,1
neutral,rectangle,formal,5,1,1,0.33,0,2,3,1,0.7948,1
warm,oval,sports,4,0,1,0.82,0,0,5,4,0.6574,0
neutral,hourglass,casual,4,1,1,0.87,0,2,0,0,0.8259,1
cool,pear,party,4,0,1,0.67,0,1,2,2,0.8393,1
neutral,pear,ethnic,5,1,0,0.74,0,2,2,3,0.7721,1
neutral,rectangle,sports,4,1,1,0.46,0,2,3,4,0.6867,0
neutral,apple,party,5,0,0,0.47,0,2,4,2,0.7731,1
warm,apple,formal,3,0,1,0.77,0,0,4,1,0.8073,1
cool,pear,ethnic,3,0,1,0.5,1,1,2,3,0.8486,1
warm,pear,sports,3,1,1,0.22,1,0,2,4,0.7758,1
cool,oval,formal,5,1,1,0.27,0,1,5,1,0.7046,0
cool,pear,sports,3,1,1,0.87,0,1,2,4,0.7708,1
cool,apple,casual,5,0,1,0.61,1,1,4,0,0.6591,0
cool,inverted_triangle,ethnic,5,0,1,0.83,0,1,1,3,0.8356,1
neutral,apple,ethnic,3,0,1,0.54,0,2,4,3,0.7013,0
cool,oval,sports,5,0,1,0.1,1,1,5,4,0.6419,0
warm,apple,ethnic,4,1,0,0.49,0,0,4,3,0.7143,0
cool,apple,formal,3,0,0,0.48,1,1,4,1,0.8329,1
cool,pear,sports,5,0,0,0.47,0,1,2,4,0.7131,0
warm,rectangle,ethnic,4,0,0,0.7,0,0,3,3,0.7178,0
cool,oval,sports,5,0,1,0.22,0,1,5,4,0.692,0
neutral,hourglass,ethnic,5,0,1,0.8,0,2,0,3,0.8394,1
warm,hourglass,ethnic,3,1,1,0.88,0,0,0,3,0.9037,1
neutral,apple,ethnic,3,0,1,0.14,0,2,4,3,0.8412,1
warm,oval,casual,3,1,1,0.13,1,0,5,0,0.8025,1
cool,apple,sports,5,0,1,0.29,0,1,4,4,0.6719,0
warm,apple,sports,5,0,0,0.57,1,0,4,4,0.7073,0
neutral,apple,formal,5,1,1,0.12,0,2,4,1,0.7705,1
warm,pear,sports,4,1,1,0.37,1,0,2,4,0.7116,0
warm,pear,ethnic,5,0,0,0.67,0,0,2,3,0.7554,1
cool,rectangle,ethnic,4,1,0,0.72,1,1,3,3,0.8237,1
neutral,inverted_triangle,party,5,0,1,0.4,0,2,1,2,0.8198,1
warm,hourglass,ethnic,3,0,0,0.54,0,0,0,3,0.7874,1
cool,oval,ethnic,4,1,0,0.83,0,1,5,3,0.7545,1
cool,hourglass,sports,4,1,1,0.47,0,1,0,4,0.7357,0
cool,pear,formal,3,0,0,0.42,1,1,2,1,0.7571,1
cool,pear,formal,5,1,1,0.12,0,1,2,1,0.7405,0
neutral,apple,formal,4,0,1,0.57,1,2,4,1,0.8164,1
warm,rectangle,formal,4,1,1,0.8,1,0,3,1,0.7893,1
neutral,pear,casual,3,1,1,0.76,0,2,2,0,0.8185,1
cool,oval,formal,4,0,0,0.81,0,1,5,1,0.7122,0
neutral,hourglass,ethnic,3,1,0,0.52,0,2,0,3,0.8082,1
neutral,hourglass,party,5,1,0,0.65,1,2,0,2,0.8365,1
cool,rectangle,formal,4,0,1,0.32,1,1,3,1,0.7951,1
neutral,rectangle,casual,5,1,1,0.5,1,2,3,0,0.967,1
neutral,rectangle,formal,3,0,1,0.36,0,2,3,1,0.8305,1
neutral,inverted_triangle,formal,5,0,1,0.49,0,2,1,1,0.8827,1
neutral,oval,formal,3,0,1,0.23,1,2,5,1,0.8318,1
cool,pear,ethnic,4,0,0,0.74,1,1,2,3,0.7573,1
cool,pear,sports,4,1,0,0.86,0,1,2,4,0.6704,0
cool,hourglass,party,3,0,1,0.31,0,1,0,2,0.8643,1
warm,inverted_triangle,ethnic,4,1,0,0.81,1,0,1,3,0.8791,1
warm,apple,party,3,0,1,0.49,1,0,4,2,0.7087,0
warm,inverted_triangle,formal,3,1,1,0.37,0,0,1,1,0.99,1
neutral,oval,formal,3,0,1,0.5,0,2,5,1,0.8329,1
neutral,oval,formal,4,1,0,0.89,1,2,5,1,0.7126,0
neutral,hourglass,sports,4,1,1,0.75,0,2,0,4,0.7504,1
neutral,apple,party,5,1,1,0.53,0,2,4,2,0.8236,1
cool,rectangle,formal,5,1,1,0.73,0,1,3,1,0.7814,1
neutral,inverted_triangle,party,3,0,0,0.6,0,2,1,2,0.8266,1
neutral,apple,casual,5,0,0,0.68,1,2,4,0,0.7478,0
neutral,oval,sports,3,0,0,0.68,0,2,5,4,0.7444,0
neutral,pear,sports,4,0,0,0.48,0,2,2,4,0.7735,1
neutral,inverted_triangle,sports,5,0,0,0.14,0,2,1,4,0.7485,0
cool,oval,party,5,0,0,0.48,0,1,5,2,0.7287,0
cool,oval,ethnic,4,0,0,0.41,1,1,5,3,0.8194,1
neutral,oval,sports,5,1,1,0.25,0,2,5,4,0.7078,0
neutral,oval,formal,5,0,0,0.81,0,2,5,1,0.7796,1
warm,rectangle,party,5,0,1,0.47,1,0,3,2,0.7484,0
cool,hourglass,sports,3,0,0,0.66,0,1,0,4,0.7282,0
warm,rectangle,formal,5,1,0,0.36,0,0,3,1,0.7782,1
neutral,inverted_triangle,sports,5,1,1,0.69,0,2,1,4,0.8311,1
cool,pear,ethnic,3,1,1,0.63,0,1,2,3,0.7854,1
cool,apple,formal,5,1,1,0.16,0,1,4,1,0.806,1
cool,apple,ethnic,3,0,0,0.15,0,1,4,3,0.8062,1
warm,hourglass,formal,3,0,1,0.17,0,0,0,1,0.99,1
warm,oval,party,3,0,1,0.12,1,0,5,2,0.788,1
warm,rectangle,sports,3,0,0,0.25,0,0,3,4,0.7529,1
warm,hourglass,formal,4,1,1,0.51,1,0,0,1,0.99,1
warm,inverted_triangle,sports,3,0,1,0.81,0,0,1,4,0.824,1
cool,pear,party,3,0,0,0.18,0,1,2,2,0.8323,1
neutral,apple,casual,5,1,0,0.4,1,2,4,0,0.6905,0
warm,oval,formal,3,1,1,0.47,1,0,5,1,0.7902,1
cool,inverted_triangle,formal,5,0,0,0.57,0,1,1,1,0.8568,1
cool,apple,formal,5,1,1,0.36,0,1,4,1,0.7439,0
warm,rectangle,formal,3,1,0,0.32,1,0,3,1,0.8406,1
warm,oval,ethnic,4,1,1,0.42,0,0,5,3,0.8033,1
neutral,rectangle,formal,5,0,1,0.36,0,2,3,1,0.7811,1
cool,hourglass,sports,3,0,0,0.45,0,1,0,4,0.7221,0
neutral,pear,formal,4,0,1,0.43,1,2,2,1,0.7767,1
neutral,rectangle,party,5,0,1,0.8,0,2,3,2,0.6971,0
neutral,oval,ethnic,3,1,0,0.59,0,2,5,3,0.8044,1
warm,rectangle,casual,3,0,1,0.61,1,0,3,0,0.7969,1
cool,rectangle,ethnic,3,1,1,0.82,0,1,3,3,0.7354,0
neutral,inverted_triangle,party,5,0,1,0.7,0,2,1,2,0.8516,1
neutral,hourglass,party,4,0,1,0.65,0,2,0,2,0.7569,1
neutral,rectangle,formal,3,0,1,0.71,0,2,3,1,0.7635,1
cool,hourglass,formal,5,0,0,0.69,1,1,0,1,0.99,1
