r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
202,156,163,170.55,46,39,-7,72.07,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
134,69,83,90.03,65,51,-14,38.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
174,148,121,152.7,26,53,27,62.7,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
67,57,56,59.88,10,11,1,41.93,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
77,66,48,67.24,11,29,18,30.73,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,36,48,47.24,33,21,-12,-7.49,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,196,180,201.05,23,39,16,75.52,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,76,77,85.38,31,30,-1,49.7,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,228,155,214.89,-16,57,73,70.93,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,161,143,173.9,50,68,18,61.24,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,156,111,161.33,35,80,45,54.3,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,134,131,149.5,53,56,3,60.63,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,79,62,87.23,34,51,17,36.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,70,67,75.04,18,21,3,50.01,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
63,26,40,38.66,37,23,-14,-26.25,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
81,29,27,44.32,52,54,2,-6.0,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,135,122,138.9,18,31,13,70.78,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
38,46,19,40.53,-8,19,27,-26.49,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
123,94,43,96.86,29,80,51,30.36,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
148,119,68,121.86,29,80,51,41.93,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,190,203,204.64,44,31,-13,78.66,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
225,211,189,212.68,14,36,22,77.52,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,147,141,160.67,48,54,6,63.99,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
253,193,181,209.57,60,72,12,65.71,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
148,129,105,131.94,19,43,24,62.31,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,143,122,155.56,50,71,21,56.08,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,162,137,171.71,42,67,25,61.17,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,193,168,188.36,-6,19,25,82.18,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
94,75,53,78.17,19,41,22,34.49,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,94,98,111.2,56,52,-4,49.65,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,164,173,179.38,48,39,-9,73.23,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,140,134,150.08,36,42,6,67.23,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,104,74,110.75,34,64,30,43.51,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,211,199,207.24,-8,4,12,88.54,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
177,152,130,156.97,25,47,22,66.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,56,13,57.68,22,65,43,6.74,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,87,64,96.04,39,62,23,36.6,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,123,101,142.62,74,96,22,43.97,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,101,43,97.38,10,68,58,34.87,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,141,93,148.68,44,92,48,47.01,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
68,54,15,53.74,14,53,39,4.04,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,126,69,130.27,36,93,57,40.8,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
42,53,41,48.34,-11,1,12,-58.93,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
132,107,74,110.71,25,58,33,46.31,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,66,33,56.86,-18,15,33,24.58,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
169,138,127,146.02,31,42,11,66.38,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,57,49,52.8,-11,-3,8,43.03,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
151,105,94,117.5,46,57,11,49.82,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,187,173,192.88,25,39,14,74.73,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
140,131,96,129.7,9,44,35,61.1,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,138,96,141.88,29,71,42,52.31,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,162,162,177.85,53,53,0,67.48,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
99,55,53,67.93,44,46,2,21.29,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,161,137,161.85,12,36,24,72.16,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,35,20,43.46,34,49,15,-7.6,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
245,175,190,197.64,70,55,-15,69.57,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
229,184,175,196.43,45,54,9,69.76,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
81,32,26,45.97,49,55,6,-4.19,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,54,26,52.0,4,32,28,3.58,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,56,31,58.83,19,44,25,11.35,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
66,58,56,60.16,8,10,2,45.45,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
88,40,27,52.87,48,61,13,2.69,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
123,85,64,93.97,38,59,21,36.7,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,135,101,131.72,2,36,34,66.23,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,205,191,208.79,18,32,14,78.61,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,184,127,180.19,9,66,57,63.12,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,122,111,130.61,33,44,11,61.37,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,173,134,181.41,43,82,39,58.04,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,86,80,100.27,50,56,6,41.91,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,205,195,213.43,32,42,10,75.59,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,90,73,104.81,56,73,17,36.9,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,94,115,111.94,52,31,-21,63.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,79,47,87.31,40,72,32,27.39,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
91,87,48,83.75,4,43,39,38.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,58,41,61.14,17,34,17,18.14,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,78,70,81.87,16,24,8,53.02,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,141,110,152.42,50,81,31,51.66,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,186,146,188.92,25,65,40,64.93,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,125,74,129.05,33,84,51,43.26,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
103,96,53,93.19,7,50,43,40.82,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
122,68,48,81.87,54,74,20,23.3,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,151,118,160.99,46,79,33,54.56,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,131,102,137.86,34,63,29,54.36,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,129,110,142.08,51,70,19,52.76,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
160,134,126,140.86,26,34,8,69.48,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
83,37,36,50.64,46,47,1,0.78,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
142,97,96,110.34,45,46,1,52.68,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,184,124,182.54,18,78,60,59.52,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,98,57,103.19,33,74,41,35.71,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
251,201,163,211.62,50,88,38,61.43,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,166,165,180.84,50,51,1,68.7,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,26,42,37.39,32,16,-16,-38.24,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
140,100,94,111.28,40,46,6,53.11,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,120,73,117.93,11,58,47,49.51,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,101,101,117.15,54,54,0,51.19,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,173,149,184.62,48,72,24,61.86,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,222,171,214.09,-7,44,51,74.99,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
123,132,100,125.66,-9,23,32,73.09,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
109,102,72,100.67,7,37,30,53.86,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,91,78,96.69,24,37,13,51.6,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
249,216,173,220.96,33,76,43,66.03,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,100,51,92.62,-6,43,49,44.75,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
102,83,47,84.58,19,55,36,32.16,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,159,154,166.2,26,31,5,75.06,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,141,113,142.89,17,45,28,64.15,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,127,125,144.71,60,62,2,56.79,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
52,26,34,34.69,26,18,-8,-40.38,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
88,96,69,90.53,-8,19,27,64.88,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
192,179,144,178.9,13,48,35,69.58,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,195,185,196.25,8,18,10,82.98,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
247,231,172,229.06,16,75,59,67.27,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
236,200,191,209.74,36,45,9,74.27,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,157,132,167.6,45,70,25,59.24,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,95,51,95.96,20,64,44,35.68,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,115,83,121.82,35,67,32,46.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
244,200,192,212.24,44,52,8,72.23,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
148,97,63,108.37,51,85,34,34.48,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
127,84,62,94.35,43,65,22,34.31,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,195,190,206.09,39,44,5,74.26,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,63,75,84.7,68,56,-12,31.78,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,194,169,198.03,23,48,25,72.03,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,61,56,81.36,70,75,5,22.69,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,121,74,121.62,20,67,47,46.91,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
233,226,177,222.51,7,56,49,72.02,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,131,115,135.75,22,38,16,66.1,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,151,141,155.24,18,28,10,75.1,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,183,157,191.4,38,64,26,65.65,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,98,97,112.24,48,49,1,51.79,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,153,98,147.03,1,56,55,60.01,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,111,67,122.73,56,100,44,36.03,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,130,130,142.56,42,42,0,65.59,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,167,129,171.34,29,67,38,61.09,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,125,85,130.31,33,73,40,47.73,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
250,218,207,226.31,32,43,11,76.29,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,111,94,124.91,53,70,17,46.94,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,95,78,115.49,75,92,17,35.45,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,175,147,178.09,21,49,28,69.07,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,105,90,119.14,53,68,15,45.48,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,182,192,194.8,39,29,-10,78.67,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
61,24,49,37.91,37,12,-25,-45.21,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
161,116,71,124.32,45,90,45,39.55,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,52,23,50.49,6,35,29,0.8,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,111,71,114.51,27,67,40,43.92,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,84,48,92.15,41,77,36,28.7,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,171,143,179.17,38,66,28,62.94,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,59,53,72.67,48,54,6,22.77,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,99,115,108.6,26,10,-16,80.32,3,medium_dark,Medium Dark,neutral,"White,Black,Navy,Blush,Teal"
99,98,57,93.62,1,42,41,46.08,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
65,53,22,53.05,12,43,31,4.06,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
171,90,104,115.82,81,67,-14,44.49,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,189,135,184.64,6,60,54,65.98,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,33,24,48.12,54,63,9,-1.71,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,187,126,183.63,12,73,61,61.35,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,150,112,155.24,32,70,38,56.37,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,134,94,142.3,43,83,40,48.04,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,168,135,170.82,22,55,33,65.52,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,37,32,48.69,41,46,5,-1.63,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,135,117,141.92,30,48,18,62.43,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,189,173,197.04,33,49,16,71.57,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,124,85,123.74,14,53,39,54.29,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,172,149,178.35,30,53,23,67.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,121,70,125.35,34,85,51,41.56,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,135,138,155.37,67,64,-3,58.73,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,217,176,212.62,1,42,41,75.52,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
243,221,194,224.5,22,49,27,74.32,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,150,116,156.29,34,68,34,57.39,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,150,136,154.38,20,34,14,71.96,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,148,101,153.41,36,83,47,51.25,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,42,57,48.2,15,0,-15,-60.95,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
99,75,61,80.58,24,38,14,38.82,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
90,61,63,69.9,29,27,-2,36.39,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,112,65,121.59,50,97,47,36.43,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
104,80,52,83.98,24,52,28,33.16,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,76,66,85.32,35,45,10,38.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
109,76,83,86.66,33,26,-7,54.65,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
84,69,27,68.7,15,57,42,18.16,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,84,49,91.97,40,75,35,29.23,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,90,76,96.78,28,42,14,48.08,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,157,152,174.37,60,65,5,62.41,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,98,55,96.98,13,56,43,39.99,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,188,139,182.12,-1,48,49,70.03,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,79,58,81.39,16,37,21,40.31,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,136,55,132.15,18,99,81,39.69,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
225,192,170,199.36,33,55,22,69.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
99,69,71,78.2,30,28,-2,45.2,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,171,147,183.51,51,75,24,60.67,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,164,132,171.71,38,70,32,60.1,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
49,37,24,39.11,12,25,13,-23.54,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
93,87,38,83.21,6,55,49,31.12,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,114,94,118.3,22,42,20,58.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
252,221,178,225.37,31,74,43,67.12,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
174,140,92,144.69,34,82,48,49.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,119,87,125.52,34,66,32,48.85,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,191,212,200.57,24,3,-21,88.86,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
95,59,69,70.9,36,26,-10,38.79,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,129,98,130.85,18,49,31,58.78,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
82,62,40,65.47,20,42,22,20.22,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,157,122,154.8,6,41,35,68.63,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,56,55,53.49,-8,-7,1,26.5,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
106,89,47,89.3,17,59,42,33.67,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
79,34,31,47.11,45,48,3,-3.45,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
247,195,187,209.64,52,60,8,69.4,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,152,135,163.82,46,63,17,61.04,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,138,65,127.58,-7,66,73,49.61,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
73,31,51,45.84,42,22,-20,-10.71,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
112,70,84,84.15,42,28,-14,50.65,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,106,100,117.57,41,47,6,55.18,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
151,110,99,121.0,41,52,11,53.78,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
108,84,72,89.81,24,36,12,47.88,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,95,53,93.5,11,53,42,39.38,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,150,137,162.57,47,60,13,61.94,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
51,38,25,40.4,13,26,13,-20.27,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
70,46,32,51.58,24,38,14,2.38,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
110,96,51,95.06,14,59,45,37.37,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,95,46,94.2,16,65,49,34.22,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,100,72,107.87,37,65,28,41.68,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,59,63,68.13,29,25,-4,35.95,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
134,79,71,94.53,55,63,8,35.25,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
45,42,47,43.47,3,-2,-5,-72.97,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
71,53,18,54.39,18,53,35,4.74,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,72,61,83.0,41,52,11,32.4,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,153,133,163.58,43,63,20,60.98,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,177,141,178.28,18,54,36,67.17,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
83,31,47,48.37,52,36,-16,-2.59,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
50,31,25,36.0,19,25,6,-29.25,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
